course_key,course_name,module_key,module_title,lesson_position,lesson_title,question_type,difficulty,position,question,option_a,option_b,option_c,option_d,correct_option,explanation,source,source_url
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,1,Orientierung im ABU,single_choice,easy,1,Welche Aussage passt am besten zu «Lernbereiche»?,Sprache und Gesellschaft verbinden; Alltagssituationen bearbeiten,"Nur Grammatik üben; Gesellschaft ausblenden, anhand klarer Kriterien","Nur Tests lösen; Transfer vermeiden, mit Blick auf die Folgen","Einzelwissen sammeln; Zusammenhänge trennen, bei Bedarf im Team",A,"ABU verbindet Sprache, Kommunikation und Gesellschaft in lebensnahen Situationen.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,6,"Wirtschaft, Konsum & Geld",single_choice,hard,29,Welche Handlung zeigt ein gutes Verständnis von «Versicherungen»?,Risiken absichern; Leistungen prüfen,Schaden verschweigen; Police nicht lesen,Selbstbehalt vergessen; Deckung raten,Alles doppelt versichern; Prämien ignorieren,A,Versicherungen sollen passende Risiken sinnvoll abdecken.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,6,"Wirtschaft, Konsum & Geld",single_choice,medium,30,Welche Entscheidung ist bei «Wirtschaftskreislauf» sinnvoll?,Nur Preise betrachten; Staat ausblenden,Rollen erkennen; Zusammenhänge erklären,Haushalte vergessen; Betriebe isolieren,Akteure trennen; Geldfluss ignorieren,B,"Wirtschaftliche Entscheidungen verbinden Haushalte, Betriebe und Staat.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,easy,1,Welche Aussage passt am besten zu «Nachhaltigkeit»?,Ökologie beachten; Soziales einbeziehen,Kurzfristig sparen; Folgen ausblenden,Nur Gewinn zählen; Umwelt trennen,Verbrauch erhöhen; Ausgleich meiden,A,"Nachhaltigkeit verbindet Umwelt, Gesellschaft und Wirtschaft.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,medium,2,Was ist bei «Ressourcen» fachlich am wichtigsten?,Wegwerfen fördern; Kreislauf stoppen,Verbrauch senken; Material sinnvoll nutzen,Energie verschwenden; Herkunft ignorieren,Einweg bevorzugen; Reparatur meiden,B,Ressourcenschonung reduziert Verbrauch und Abfall.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,medium,3,Welche Vorgehensweise ist im Thema «Klima» richtig?,"CO2 ignorieren; Verhalten trennen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Extremwetter verneinen; Daten meiden, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Emissionen mindern; Folgen verstehen, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Massnahmen verschieben; Risiken kleinreden, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien",C,"Klimafragen betreffen Ursachen, Folgen und wirksame Massnahmen.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,hard,4,Welche Handlung zeigt ein gutes Verständnis von «Konsum»?,"Billig wählen; Herkunft ausblenden, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Menge erhöhen; Qualität meiden, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Trend folgen; Abfall ignorieren, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Lebenszyklus prüfen; Alternativen vergleichen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen",D,"Nachhaltiger Konsum berücksichtigt Herstellung, Nutzung und Entsorgung.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,medium,5,Welche Entscheidung ist bei «Recycling» sinnvoll?,"Stoffe trennen; Wiederverwertung ermöglichen, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Sonderabfall verstecken; Labels ignorieren, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Sauberkeit meiden; Kreislauf brechen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Alles mischen; Sortierung sparen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team",A,Recycling funktioniert nur mit korrekter Trennung und Sammlung.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,easy,6,Welche Aussage passt am besten zu «Zielkonflikte»?,Konflikt leugnen; Betroffene ignorieren,Interessen abwägen; Folgen begründen,Entscheid raten; Kriterien auslassen,Eine Seite wählen; Auswirkungen meiden,B,Nachhaltige Entscheide verlangen Abwägung unterschiedlicher Interessen.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,medium,7,Was ist bei «Nachhaltigkeit» fachlich am wichtigsten?,Nur Gewinn zählen; Umwelt trennen,Verbrauch erhöhen; Ausgleich meiden,Ökologie beachten; Soziales einbeziehen,Kurzfristig sparen; Folgen ausblenden,C,"Nachhaltigkeit verbindet Umwelt, Gesellschaft und Wirtschaft.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,medium,8,Welche Vorgehensweise ist im Thema «Ressourcen» richtig?,Energie verschwenden; Herkunft ignorieren,Einweg bevorzugen; Reparatur meiden,Wegwerfen fördern; Kreislauf stoppen,Verbrauch senken; Material sinnvoll nutzen,D,Ressourcenschonung reduziert Verbrauch und Abfall.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,hard,9,Welche Handlung zeigt ein gutes Verständnis von «Klima»?,"Emissionen mindern; Folgen verstehen, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Massnahmen verschieben; Risiken kleinreden, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","CO2 ignorieren; Verhalten trennen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Extremwetter verneinen; Daten meiden, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team",A,"Klimafragen betreffen Ursachen, Folgen und wirksame Massnahmen.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,medium,10,Welche Entscheidung ist bei «Konsum» sinnvoll?,"Trend folgen; Abfall ignorieren, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Lebenszyklus prüfen; Alternativen vergleichen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Billig wählen; Herkunft ausblenden, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Menge erhöhen; Qualität meiden, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall",B,"Nachhaltiger Konsum berücksichtigt Herstellung, Nutzung und Entsorgung.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,easy,11,Welche Aussage passt am besten zu «Recycling»?,"Sauberkeit meiden; Kreislauf brechen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Alles mischen; Sortierung sparen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Stoffe trennen; Wiederverwertung ermöglichen, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Sonderabfall verstecken; Labels ignorieren, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien",C,Recycling funktioniert nur mit korrekter Trennung und Sammlung.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,medium,12,Was ist bei «Zielkonflikte» fachlich am wichtigsten?,Entscheid raten; Kriterien auslassen,Eine Seite wählen; Auswirkungen meiden,Konflikt leugnen; Betroffene ignorieren,Interessen abwägen; Folgen begründen,D,Nachhaltige Entscheide verlangen Abwägung unterschiedlicher Interessen.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,medium,13,Welche Vorgehensweise ist im Thema «Nachhaltigkeit» richtig?,Ökologie beachten; Soziales einbeziehen,Kurzfristig sparen; Folgen ausblenden,Nur Gewinn zählen; Umwelt trennen,Verbrauch erhöhen; Ausgleich meiden,A,"Nachhaltigkeit verbindet Umwelt, Gesellschaft und Wirtschaft.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,hard,14,Welche Handlung zeigt ein gutes Verständnis von «Ressourcen»?,Wegwerfen fördern; Kreislauf stoppen,Verbrauch senken; Material sinnvoll nutzen,Energie verschwenden; Herkunft ignorieren,Einweg bevorzugen; Reparatur meiden,B,Ressourcenschonung reduziert Verbrauch und Abfall.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,medium,15,Welche Entscheidung ist bei «Klima» sinnvoll?,"CO2 ignorieren; Verhalten trennen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Extremwetter verneinen; Daten meiden, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Emissionen mindern; Folgen verstehen, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Massnahmen verschieben; Risiken kleinreden, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien",C,"Klimafragen betreffen Ursachen, Folgen und wirksame Massnahmen.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,easy,16,Welche Aussage passt am besten zu «Konsum»?,"Billig wählen; Herkunft ausblenden, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Menge erhöhen; Qualität meiden, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Trend folgen; Abfall ignorieren, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Lebenszyklus prüfen; Alternativen vergleichen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen",D,"Nachhaltiger Konsum berücksichtigt Herstellung, Nutzung und Entsorgung.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,medium,17,Was ist bei «Recycling» fachlich am wichtigsten?,"Stoffe trennen; Wiederverwertung ermöglichen, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Sonderabfall verstecken; Labels ignorieren, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Sauberkeit meiden; Kreislauf brechen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Alles mischen; Sortierung sparen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team",A,Recycling funktioniert nur mit korrekter Trennung und Sammlung.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,medium,18,Welche Vorgehensweise ist im Thema «Zielkonflikte» richtig?,Konflikt leugnen; Betroffene ignorieren,Interessen abwägen; Folgen begründen,Entscheid raten; Kriterien auslassen,Eine Seite wählen; Auswirkungen meiden,B,Nachhaltige Entscheide verlangen Abwägung unterschiedlicher Interessen.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,hard,19,Welche Handlung zeigt ein gutes Verständnis von «Nachhaltigkeit»?,Nur Gewinn zählen; Umwelt trennen,Verbrauch erhöhen; Ausgleich meiden,Ökologie beachten; Soziales einbeziehen,Kurzfristig sparen; Folgen ausblenden,C,"Nachhaltigkeit verbindet Umwelt, Gesellschaft und Wirtschaft.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,medium,20,Welche Entscheidung ist bei «Ressourcen» sinnvoll?,Energie verschwenden; Herkunft ignorieren,Einweg bevorzugen; Reparatur meiden,Wegwerfen fördern; Kreislauf stoppen,Verbrauch senken; Material sinnvoll nutzen,D,Ressourcenschonung reduziert Verbrauch und Abfall.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,easy,21,Welche Aussage passt am besten zu «Klima»?,"Emissionen mindern; Folgen verstehen, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Massnahmen verschieben; Risiken kleinreden, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","CO2 ignorieren; Verhalten trennen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Extremwetter verneinen; Daten meiden, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team",A,"Klimafragen betreffen Ursachen, Folgen und wirksame Massnahmen.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,medium,22,Was ist bei «Konsum» fachlich am wichtigsten?,"Trend folgen; Abfall ignorieren, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Lebenszyklus prüfen; Alternativen vergleichen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Billig wählen; Herkunft ausblenden, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Menge erhöhen; Qualität meiden, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall",B,"Nachhaltiger Konsum berücksichtigt Herstellung, Nutzung und Entsorgung.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,medium,23,Welche Vorgehensweise ist im Thema «Recycling» richtig?,"Sauberkeit meiden; Kreislauf brechen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Alles mischen; Sortierung sparen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Stoffe trennen; Wiederverwertung ermöglichen, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Sonderabfall verstecken; Labels ignorieren, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien",C,Recycling funktioniert nur mit korrekter Trennung und Sammlung.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,hard,24,Welche Handlung zeigt ein gutes Verständnis von «Zielkonflikte»?,Entscheid raten; Kriterien auslassen,Eine Seite wählen; Auswirkungen meiden,Konflikt leugnen; Betroffene ignorieren,Interessen abwägen; Folgen begründen,D,Nachhaltige Entscheide verlangen Abwägung unterschiedlicher Interessen.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,medium,25,Welche Entscheidung ist bei «Nachhaltigkeit» sinnvoll?,Ökologie beachten; Soziales einbeziehen,Kurzfristig sparen; Folgen ausblenden,Nur Gewinn zählen; Umwelt trennen,Verbrauch erhöhen; Ausgleich meiden,A,"Nachhaltigkeit verbindet Umwelt, Gesellschaft und Wirtschaft.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,easy,26,Welche Aussage passt am besten zu «Ressourcen»?,Wegwerfen fördern; Kreislauf stoppen,Verbrauch senken; Material sinnvoll nutzen,Energie verschwenden; Herkunft ignorieren,Einweg bevorzugen; Reparatur meiden,B,Ressourcenschonung reduziert Verbrauch und Abfall.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,medium,27,Was ist bei «Klima» fachlich am wichtigsten?,"CO2 ignorieren; Verhalten trennen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Extremwetter verneinen; Daten meiden, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Emissionen mindern; Folgen verstehen, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Massnahmen verschieben; Risiken kleinreden, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien",C,"Klimafragen betreffen Ursachen, Folgen und wirksame Massnahmen.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,medium,28,Welche Vorgehensweise ist im Thema «Konsum» richtig?,"Billig wählen; Herkunft ausblenden, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Menge erhöhen; Qualität meiden, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Trend folgen; Abfall ignorieren, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Lebenszyklus prüfen; Alternativen vergleichen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen",D,"Nachhaltiger Konsum berücksichtigt Herstellung, Nutzung und Entsorgung.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,hard,29,Welche Handlung zeigt ein gutes Verständnis von «Recycling»?,"Stoffe trennen; Wiederverwertung ermöglichen, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Sonderabfall verstecken; Labels ignorieren, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Sauberkeit meiden; Kreislauf brechen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Alles mischen; Sortierung sparen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team",A,Recycling funktioniert nur mit korrekter Trennung und Sammlung.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,7,Ökologie & Nachhaltigkeit,single_choice,medium,30,Welche Entscheidung ist bei «Zielkonflikte» sinnvoll?,Konflikt leugnen; Betroffene ignorieren,Interessen abwägen; Folgen begründen,Entscheid raten; Kriterien auslassen,Eine Seite wählen; Auswirkungen meiden,B,Nachhaltige Entscheide verlangen Abwägung unterschiedlicher Interessen.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,8,"Identität, Gesundheit & Sozialisation",single_choice,easy,1,Welche Aussage passt am besten zu «Gesundheit»?,Belastung erkennen; Ressourcen stärken,Signale ignorieren; Hilfe vermeiden,Risiken verharmlosen; Pause streichen,Symptome verstecken; Ausgleich meiden,A,"Gesundheit umfasst körperliche, psychische und soziale Aspekte.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
